draw_id,selection_seed,row_order,sample_id,point_id,Lon,Lat,Year,Month,split,target_original_row_index,veg_class
BG256_D1,202607272561,0,27843,110,94.114246529,33.5363553444,2015,4,train,171,Veg_Meadow_497
BG256_D1,202607272561,1,41329,164,93.6965299219,33.2668607592,2005,2,train,49,Veg_Meadow_497
BG256_D1,202607272561,2,57226,227,93.9705160835,33.3162680998,2006,11,train,70,Veg_Sparse
BG256_D1,202607272561,3,8699,034,94.3028927387,33.6890689427,2015,12,train,179,Veg_Meadow_497
BG256_D1,202607272561,4,17486,069,95.5874835949,32.6649895188,2013,3,train,146,Veg_Meadow_497
BG256_D1,202607272561,5,47010,186,93.633647852,33.5094058859,2016,7,train,186,Veg_Meadow_504
BG256_D1,202607272561,6,54199,215,95.8030792631,32.8671104577,2006,8,train,67,Veg_Sparse
BG256_D1,202607272561,7,33017,131,94.6756935816,32.9030430691,2005,6,train,53,Veg_Meadow_497
BG256_D1,202607272561,8,17554,069,95.5874835949,32.6649895188,2018,11,train,214,Veg_Meadow_497
BG256_D1,202607272561,9,54233,215,95.8030792631,32.8671104577,2009,6,train,101,Veg_Sparse
BG256_D1,202607272561,10,57101,226,95.8704529094,32.7548210472,2017,6,train,197,Veg_Sparse
BG256_D1,202607272561,11,48292,191,93.6291562756,33.446523816,2018,5,train,208,Veg_Meadow_504
BG256_D1,202607272561,12,40976,162,94.648744123,33.5902542614,2017,9,train,200,Veg_Meadow_497
BG256_D1,202607272561,13,28356,112,95.5380762543,32.8311778464,2016,1,train,180,Veg_Meadow_497
BG256_D1,202607272561,14,59746,237,94.1277212583,33.3342344055,2006,11,train,70,Veg_Sparse
BG256_D1,202607272561,15,47414,188,93.5752573585,33.5138974623,2008,3,train,86,Veg_Meadow_504
BG256_D1,202607272561,16,29526,117,95.5156183722,32.8356694228,2008,7,train,90,Veg_Meadow_497
BG256_D1,202607272561,17,45869,182,95.812062416,32.7143968594,2005,6,train,53,Veg_Meadow_499
BG256_D1,202607272561,18,1803,007,95.695281429,32.7054137066,2008,4,train,87,Veg_Coniferous
BG256_D1,202607272561,19,12901,051,94.6083199353,32.9389756805,2009,2,train,97,Veg_Meadow_497
BG256_D1,202607272561,20,26466,105,95.0125618131,32.880585187,2005,7,train,54,Veg_Meadow_497
BG256_D1,202607272561,21,51039,202,93.7683951446,33.500422733,2016,4,train,183,Veg_Meadow_504
BG256_D1,202607272561,22,48512,192,93.6561057341,33.5138974623,2015,9,train,176,Veg_Meadow_504
BG256_D1,202607272561,23,47688,189,94.2624685509,32.9165177983,2010,1,train,108,Veg_Meadow_504
BG256_D1,202607272561,24,55560,220,94.370266385,32.9973661739,2015,1,train,168,Veg_Sparse
BG256_D1,202607272561,25,54068,214,94.4466231841,33.5633048029,2016,9,train,188,Veg_Meadow_504
BG256_D1,202607272561,26,32053,127,94.4421316077,33.4644901217,2009,2,train,97,Veg_Meadow_497
BG256_D1,202607272561,27,9721,038,95.0260365424,32.8446525756,2017,2,train,193,Veg_Meadow_497
BG256_D1,202607272561,28,52017,206,93.9031424372,33.4375406631,2013,10,train,153,Veg_Meadow_504
BG256_D1,202607272561,29,43615,173,96.0231665077,32.7054137066,2006,8,train,67,Veg_Meadow_499
BG256_D1,202607272561,30,26,000,95.5785004421,32.8536357285,2007,3,train,74,Veg_Coniferous
BG256_D1,202607272561,31,11411,045,94.5364547125,33.5498300737,2010,12,train,119,Veg_Meadow_497
BG256_D1,202607272561,32,10469,041,94.6397609702,33.1231303137,2016,6,train,185,Veg_Meadow_497
BG256_D1,202607272561,33,23829,094,94.8643397912,33.3027933705,2016,10,train,189,Veg_Meadow_497
BG256_D1,202607272561,34,51003,202,93.7683951446,33.500422733,2013,4,train,147,Veg_Meadow_504
BG256_D1,202607272561,35,34803,138,94.5813704767,32.9299925276,2007,4,train,75,Veg_Meadow_497
BG256_D1,202607272561,36,41403,164,93.6965299219,33.2668607592,2011,4,train,123,Veg_Meadow_497
BG256_D1,202607272561,37,6455,025,95.470702608,32.8221946935,2017,12,train,203,Veg_Shrub
BG256_D1,202607272561,38,35356,140,94.5364547125,33.0692313966,2011,5,train,124,Veg_Meadow_497
BG256_D1,202607272561,39,54200,215,95.8030792631,32.8671104577,2006,9,train,68,Veg_Sparse
BG256_D1,202607272561,40,20443,081,94.4196737256,33.6441531785,2007,8,train,79,Veg_Meadow_497
BG256_D1,202607272561,41,13636,054,94.9272218611,32.8401609992,2007,5,train,76,Veg_Meadow_497
BG256_D1,202607272561,42,46182,183,94.904763979,33.0557566674,2010,7,train,114,Veg_Meadow_499
BG256_D1,202607272561,43,2661,010,95.5605341364,32.8221946935,2016,10,train,189,Veg_Coniferous
BG256_D1,202607272561,44,36588,145,95.0844270358,33.1500797722,2009,1,train,96,Veg_Meadow_497
BG256_D1,202607272561,45,12986,051,94.6083199353,32.9389756805,2016,3,train,182,Veg_Meadow_497
BG256_D1,202607272561,46,12882,051,94.6083199353,32.9389756805,2007,7,train,78,Veg_Meadow_497
BG256_D1,202607272561,47,23965,095,95.1832417171,33.0153324796,2007,2,train,73,Veg_Meadow_497
BG256_D1,202607272561,48,44252,175,95.6458740884,32.7682957765,2017,9,train,200,Veg_Meadow_499
BG256_D1,202607272561,49,20816,082,94.9137471319,32.9883830211,2017,9,train,200,Veg_Meadow_497
BG256_D1,202607272561,50,30330,120,93.7594119918,33.0243156324,2012,7,train,138,Veg_Meadow_497
BG256_D1,202607272561,51,16699,066,95.865961333,32.8446525756,2010,8,train,115,Veg_Meadow_497
BG256_D1,202607272561,52,3149,012,95.5740088657,32.8177031171,2015,6,train,173,Veg_Coniferous
BG256_D1,202607272561,53,59559,236,94.8463734855,32.8266862699,2012,4,train,135,Veg_Sparse
BG256_D1,202607272561,54,50549,200,93.8941592844,33.5992374143,2017,6,train,197,Veg_Meadow_504
BG256_D1,202607272561,55,10222,040,94.1232296818,33.5767795322,2016,11,train,190,Veg_Meadow_497
