draw_id,selection_seed,row_order,sample_id,point_id,Lon,Lat,Year,Month,split,target_original_row_index,veg_class
BG512_D3,202607275123,0,55826,221,95.4617194552,32.7143968594,2016,3,train,182,Veg_Sparse
BG512_D3,202607275123,1,58583,232,94.6756935816,32.9389756805,2014,12,train,167,Veg_Sparse
BG512_D3,202607275123,2,47033,186,93.633647852,33.5094058859,2018,6,train,209,Veg_Meadow_504
BG512_D3,202607275123,3,20696,082,94.9137471319,32.9883830211,2007,9,train,80,Veg_Meadow_497
BG512_D3,202607275123,4,27506,109,94.4061989963,33.221944995,2008,3,train,86,Veg_Meadow_497
BG512_D3,202607275123,5,36306,144,94.5274715597,32.934484104,2006,7,train,66,Veg_Meadow_497
BG512_D3,202607275123,6,2313,009,95.7491803461,32.6919389773,2008,10,train,93,Veg_Coniferous
BG512_D3,202607275123,7,41941,166,94.5229799833,33.0602482438,2014,2,train,157,Veg_Meadow_497
BG512_D3,202607275123,8,48963,194,94.3343337736,33.1141471609,2011,4,train,123,Veg_Meadow_504
BG512_D3,202607275123,9,46526,184,95.0125618131,33.0647398202,2018,3,train,206,Veg_Meadow_499
BG512_D3,202607275123,10,61493,244,95.5380762543,32.656006366,2005,6,train,53,Veg_Sparse
BG512_D3,202607275123,11,54448,216,94.2265359395,33.2938102177,2006,5,train,64,Veg_Sparse
BG512_D3,202607275123,12,45700,181,95.6593488177,32.7997368114,2012,5,train,136,Veg_Meadow_499
BG512_D3,202607275123,13,41175,163,94.3792495378,33.7294931305,2013,4,train,147,Veg_Meadow_497
BG512_D3,202607275123,14,48397,192,93.6561057341,33.5138974623,2006,2,train,61,Veg_Meadow_504
BG512_D3,202607275123,15,48549,192,93.6561057341,33.5138974623,2018,10,train,213,Veg_Meadow_504
BG512_D3,202607275123,16,1103,004,95.6099414771,32.7997368114,2012,12,train,143,Veg_Coniferous
BG512_D3,202607275123,17,45493,180,95.7581634989,32.7278715887,2016,2,train,181,Veg_Meadow_499
BG512_D3,202607275123,18,38625,153,94.2310275159,33.2174534185,2010,10,train,117,Veg_Meadow_497
BG512_D3,202607275123,19,40459,160,95.214682752,33.0108409032,2016,8,train,187,Veg_Meadow_497
BG512_D3,202607275123,20,9491,037,94.3028927387,32.9165177983,2018,12,train,215,Veg_Meadow_497
BG512_D3,202607275123,21,13479,053,95.8749444859,32.6829558245,2015,4,train,171,Veg_Meadow_497
BG512_D3,202607275123,22,26486,105,95.0125618131,32.880585187,2007,3,train,74,Veg_Meadow_497
